Last Update,Confirmed,Deaths,Latitude,Longitude,Province/State,Recovered
2020-02-28T20:03:03,44.0,0.0,,,Unassigned Location (From Diamond Princess),0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-27T20:33:02,2.0,0.0,,,"Sacramento County, CA",0.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,,,"San Diego County, CA",1.0
2020-02-21T05:23:04,2.0,0.0,,,"Santa Clara, CA",1.0
2020-02-28T21:13:12,1.0,0.0,,,"Boston, MA",1.0
2020-02-21T05:13:09,1.0,0.0,,,"Humboldt County, CA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-25T21:23:03,1.0,0.0,,,"Tempe, AZ",1.0
2020-02-24T23:33:02,0.0,0.0,,,"Lackland, TX (From Diamond Princess)",0.0
2020-02-24T23:33:02,0.0,0.0,,,"Omaha, NE (From Diamond Princess)",0.0
2020-02-24T23:33:02,0.0,0.0,,,"Travis, CA (From Diamond Princess)",0.0
2020-02-28T20:03:03,44.0,0.0,,,Unassigned Location (From Diamond Princess),0.0
2020-02-29T22:33:03,6.0,1.0,,,"Seattle, WA",1.0
2020-02-29T01:33:03,3.0,0.0,,,"Santa Clara, CA",1.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-27T20:33:02,2.0,0.0,,,"Sacramento County, CA",0.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,,,"San Diego County, CA",1.0
2020-02-28T21:13:12,1.0,0.0,,,"Boston, MA",1.0
2020-02-21T05:13:09,1.0,0.0,,,"Humboldt County, CA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-29T02:23:11,1.0,0.0,,,"Portland, OR",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-29T15:03:04,1.0,0.0,,,"Snohomish County, WA",0.0
2020-02-25T21:23:03,1.0,0.0,,,"Tempe, AZ",1.0
2020-02-24T23:33:02,0.0,0.0,,,"Lackland, TX (From Diamond Princess)",0.0
2020-02-24T23:33:02,0.0,0.0,,,"Omaha, NE (From Diamond Princess)",0.0
2020-02-24T23:33:02,0.0,0.0,,,"Travis, CA (From Diamond Princess)",0.0
2020-02-28T20:03:03,44.0,0.0,35.4437,139.638,Unassigned Location (From Diamond Princess),0.0
2020-03-01T21:13:12,9.0,1.0,47.6062,-122.3321,"Seattle, WA",1.0
2020-03-01T03:53:02,3.0,0.0,41.8781,-87.6298,"Chicago, IL",2.0
2020-02-29T01:33:03,3.0,0.0,37.3541,-121.9552,"Santa Clara, CA",1.0
2020-02-27T20:33:02,2.0,0.0,38.4747,-121.3542,"Sacramento County, CA",0.0
2020-02-03T03:53:02,2.0,0.0,36.5761,-120.9876,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,32.7157,-117.1611,"San Diego County, CA",1.0
